Internal id,first_name,last_name,full_name,email,phone,City,address,Longitude,Latitude,Annual revenues,Profession,Employer,Employer Reg number,Role,Street Reference,Street nr,Nationality
22-3246281,Andres,Tasch,Andres Tasch,atasch32@bravesites.com,498-421-8950,Kendall,"1831 Southwest 112th Place, Kendall, Florida",-80.37676,25.66371,147600.86,VP Product Management,freelance,,Client,3895,1831,United States
56-1504540,Thomas,Ruby,Thomas Ruby,truby33@privacy.gov.au,933-518-7692,Delray Beach,"256 Southwest 10th Street, Delray Beach, Florida",-80.08315,26.44701,49213,Recruiting Manager,freelance,,Client,1746,256,United States
25-5415864,Hiram,Luckman,Hiram Luckman,hluckman34@dailymail.co.uk,389-211-8817,Kendall,"1171 Southwest 129th Lane, Kendall, Florida",-80.34165,25.64916,295848.47,Developer III,freelance,,Client,3989,1171,France
70-2175131,Forest,Wade,Forest Wade,fwade35@examiner.com,917-239-4292,Deerfield Beach,"1324 Highlands Pines Mhp, Deerfield Beach, Florida",-80.11271,26.29184,172142.21,Professor,Harvard University,,Client,471,1324,United States
01-6434841,Andres,Michie,Andres Michie,amichie36@taobao.com,960-574-1134,Deerfield Beach,"1511 Southwest 34th Avenue, Deerfield Beach, Florida",-80.15029,26.31497,57599.88,Business Systems Development Analyst,Google,23-1234568,Client,962,1511,United States
38-7178120,Sven,Blofield,Sven Blofield,sblofield37@prlog.org,305-633-8195,Palmetto Bay,"88 Southwest 160th Terrace, Palmetto Bay, Florida",-80.31647,25.62182,209304.88,Financial Analyst,Apple,,Client,5671,88,Russia
02-9271828,Hilarius,Boyall,Hilarius Boyall,hboyall38@rediff.com,315-705-1028,Pompano Beach,"1867 Southeast 23rd Avenue, Pompano Beach, Florida",-80.10080,26.22843,79959.71,Project Manager,Amazon,,Client,6553,1867,United States
33-5613774,Cad,O'Mullaney,Cad O'Mullaney,comullaney39@cbsnews.com,101-468-3659,Pinecrest,"700 Southwest 101st Street, Pinecrest, Florida",-80.30757,25.67698,200156.73,Administrative Assistant I,Ali Baba,,Client,5860,700,Russia
35-0321433,Humberto,Begin,Humberto Begin,hbegin3a@flickr.com,879-476-5299,Cutler Bay,"339 Southwest 98th Place, Cutler Bay, Florida",-80.35144,25.56372,264293.55,Physical Therapy Assistant,Spotify,,Client,337,339,United States
81-2144530,Bartholemy,Calbrathe,Bartholemy Calbrathe,bcalbrathe3b@google.com.hk,190-953-9774,Fort Lauderdale,"1392 Southwest 26th Court, Fort Lauderdale, Florida",-80.17266,26.09062,354974.36,Design Engineer,Google,23-1234568,Client,2982,1392,North Korea
37-6176461,Yance,Bolle,Yance Bolle,ybolle3c@edublogs.org,382-147-4261,Delray Beach,"1722 North Drive, Delray Beach, Florida",-80.10566,26.46818,100456.19,Project Manager,Apple,,Client,1450,1722,United States
82-6408426,Bruce,Walbrun,Bruce Walbrun,bwalbrun3d@craigslist.org,597-510-0335,Kendall,"1246 Southwest 114th Avenue, Kendall, Florida",-80.37878,25.65055,83011.06,Statistician I,Amazon,,Client,3912,1246,North Korea
88-9795163,Skylar,Goldine,Skylar Goldine,sgoldine3e@purevolume.com,765-473-1865,Cutler Bay,"985 Southwest 94th Path, Cutler Bay, Florida",-80.34553,25.55749,54058.05,Computer Systems Analyst II,Ali Baba,,Client,326,985,France
15-3709378,Tudor,Casale,Tudor Casale,tcasale3f@domainmarket.com,511-808-9910,Fort Lauderdale,"1382 4th Key Drive, Fort Lauderdale, Florida",-80.11517,26.13070,186716.89,Help Desk Operator,Spotify,,Client,2156,1382,North Korea
72-7634742,Web,Leale,Web Leale,wleale3g@wix.com,197-835-6764,Homestead,"1288 SE 5th Street, Homestead, Florida",-80.42761,25.46573,70156.31,Office Assistant III,,,Client,3452,1288,China
29-2748962,Alberto,Whoolehan,Alberto Whoolehan,awhoolehan3h@chicagotribune.com,225-439-7661,Cutler Bay,"1493 Southwest 92nd Court, Cutler Bay, Florida",-80.34089,25.55652,416676.38,Desktop Support Technician,,,Client,307,1493,United States
54-3658191,Orion,Wasiel,Orion Wasiel,owasiel3i@shutterfly.com,278-742-9822,Delray Beach,"621 Southwest 3rd Avenue, Delray Beach, Florida",-80.07603,26.45658,56086.76,Sales Representative,,,Client,1790,621,Russia
19-7519199,Karlis,Smedley,Karlis Smedley,ksmedley3j@freewebs.com,894-863-9346,Delray Beach,"761 Pine Lake Drive, Delray Beach, Florida",-80.10871,26.45034,278765.33,VP Marketing,,,Client,1637,761,North Korea
42-8701191,Falkner,Lovemore,Falkner Lovemore,flovemore3k@mail.ru,955-946-9186,Cutler Bay,"367 East Ridge Village Drive, Cutler Bay, Florida",-80.32853,25.59028,33617.48,Statistician II,,,Client,36,367,United States
22-2106291,Richart,Asty,Richart Asty,rasty3l@gmpg.org,208-349-7641,Deerfield Beach,"691 Wildwood Place, Deerfield Beach, Florida",-80.12915,26.32161,197647.72,Technical Writer,,,Client,1054,691,United States
15-0534599,Carter,Boleyn,Carter Boleyn,cboleyn3m@cdbaby.com,543-307-4707,Fort Lauderdale,"1395 Northeast 7th Court, Fort Lauderdale, Florida",-80.12094,26.13257,150229.33,Quality Engineer,,,Client,2512,1395,France
55-0961682,Weider,Coling,Weider Coling,wcoling3n@wsj.com,517-424-4172,Kendall,"1168 Southwest 91st Court, Kendall, Florida",-80.34130,25.69006,114135.09,Quality Control Specialist,,,Client,4170,1168,United States
48-6498129,Alfredo,Di Meo,Alfredo Di Meo,adi3o@mit.edu,241-633-8348,Miami,"510 Northwest 19th Lane, Miami, Florida",-80.20140,25.79468,106717.71,Executive Secretary,,,Client,4635,510,North Korea
74-6671402,Alexandre,Coxhell,Alexandre Coxhell,acoxhell3p@unblog.fr,835-863-6531,Miami,"1555 Southwest 24th Street, Miami, Florida",-80.23807,25.74713,10241.9,Registered Nurse,,,Client,4976,1555,North Korea
63-6031304,Lion,Penning,Lion Penning,lpenning3q@cornell.edu,346-421-3073,Miami,"1211 TEQUESTA WAY, Miami, Florida",-80.23081,25.74101,415687.8,Sales Representative,,,Client,5119,1211,China
68-8209197,Giraud,Pepper,Giraud Pepper,gpepper3r@tumblr.com,855-519-6695,Miami Gardens,"1035 Northwest 181st Terrace, Miami Gardens, Florida",-80.27269,25.93824,258952.22,Developer I,,,Client,5307,1035,United States
43-5748813,Rickard,Ellerton,Rickard Ellerton,rellerton3s@ucoz.com,663-878-6552,Deerfield Beach,"483 Harwood Circle, Deerfield Beach, Florida",-80.13550,26.30598,144714.45,Human Resources Manager,,,Client,461,483,Russia
76-4969871,Hamlen,Eayres,Hamlen Eayres,heayres3t@bloglines.com,805-639-0378,Delray Beach,"1546 Fladell's Way, Delray Beach, Florida",-80.07372,26.43141,183405.93,Office Assistant IV,,,Client,1280,1546,United States
34-1384698,Ian,Boobyer,Ian Boobyer,iboobyer3u@pinterest.com,559-758-3664,Homestead,"454 Southeast 1st Street, Homestead, Florida",-80.46722,25.46885,314034.02,Help Desk Operator,,,Client,3529,454,Russia
62-7237054,Isidro,Watting,Isidro Watting,iwatting3v@about.com,699-644-1748,Delray Beach,"1881 Orchard Lane, Delray Beach, Florida",-80.11632,26.43227,61205.17,General Manager,,,Client,1614,1881,United States
72-7238269,Konrad,Parradice,Konrad Parradice,kparradice3w@parallels.com,339-982-7845,Delray Beach,"1817 Hampton Circle South, Delray Beach, Florida",-80.10200,26.42874,426181.73,Marketing Assistant,,,Client,1319,1817,United States
76-2786296,Saxon,MacLeese,Saxon MacLeese,smacleese3x@deliciousdays.com,138-918-1291,Miami Gardens,"1135 Northwest 156th Street, Miami Gardens, Florida",-80.27229,25.91547,24334.09,Budget/Accounting Analyst III,,,Client,5233,1135,United States
45-1753147,Lester,Plowright,Lester Plowright,lplowright3y@narod.ru,698-209-0616,Delray Beach,"1492 Lee Road, Delray Beach, Florida",-80.11863,26.46222,303033.04,Sales Representative,,,Client,1397,1492,United States
84-8648067,Vinson,Aylin,Vinson Aylin,vaylin3z@telegraph.co.uk,668-700-4479,Palmetto Bay,"1249 Southwest 162nd Street, Palmetto Bay, Florida",-80.31796,25.62038,290083.27,Staff Accountant IV,,,Client,5677,1249,United States
33-9157753,Justis,Rhubottom,Justis Rhubottom,jrhubottom40@trellian.com,475-134-4757,Fort Lauderdale,"375 Southwest 6th Drive, Fort Lauderdale, Florida",-80.17875,26.11342,154185.47,Clinical Specialist,,,Client,3048,375,United States
74-2912595,Den,Ketteman,Den Ketteman,dketteman41@bloomberg.com,647-334-2733,Pompano Beach,"1568 Northeast 27th Court, Pompano Beach, Florida",-80.10389,26.26551,40286.22,Clinical Specialist,,,Client,6238,1568,China
72-8479197,Massimiliano,Stidson,Massimiliano Stidson,mstidson42@unc.edu,604-838-4175,Kendall,"686 Southwest 83rd Avenue, Kendall, Florida",-80.32911,25.67546,392529.74,Media Manager I,,,Client,4115,686,United States
22-9120989,Sylvester,Stanley,Sylvester Stanley,sstanley43@latimes.com,726-920-3208,Homestead,"947 Norheast 38th Road, Homestead, Florida",-80.41928,25.48889,241531.5,Human Resources Manager,,,Client,3178,947,United States
71-5099190,Kristofer,Garnett,Kristofer Garnett,kgarnett44@macromedia.com,602-571-5058,Delray Beach,"1468 Whatley Road, Delray Beach, Florida",-80.11890,26.45601,3233.02,Environmental Tech,,,Client,1878,1468,Russia
53-4739936,Craggie,Jerromes,Craggie Jerromes,cjerromes45@arstechnica.com,244-469-1664,Miami,"32 Southwest 35th Court, Miami, Florida",-80.25235,25.75505,121005.58,Senior Developer,,,Client,5032,32,North Korea
31-1859225,Ragnar,Hailston,Ragnar Hailston,rhailston46@si.edu,108-252-6464,Delray Beach,"1417 Auburn Circle East, Delray Beach, Florida",-80.08343,26.45311,127683.15,Web Designer III,,,Client,1088,1417,North Korea
45-6940352,Zachery,Bye,Zachery Bye,zbye47@squidoo.com,920-161-7964,Fort Lauderdale,"20 Southeast 23rd Avenue, Fort Lauderdale, Florida",-80.11552,26.12007,369378.33,Executive Secretary,,,Client,2862,20,United States
04-0420560,Elbert,Covotti,Elbert Covotti,ecovotti48@nymag.com,710-248-8973,Homestead,"450 Southwest 8th Avenue, Homestead, Florida",-80.48749,25.46610,253950.84,Accountant I,,,Client,3719,450,United States
65-4850134,Jeno,Wotherspoon,Jeno Wotherspoon,jwotherspoon49@sina.com.cn,405-835-2985,Miami,"752 Belle Meade Boulevard, Miami, Florida",-80.17639,25.84361,143730.87,Internal Auditor,,,Client,4272,752,United States
66-7981795,Silvanus,Roach,Silvanus Roach,sroach4a@domainmarket.com,938-611-0257,Homestead,"1222 Southeast 15th Avenue, Homestead, Florida",-80.45666,25.44215,124828.09,Administrative Officer,,,Client,3496,1222,China
58-9292727,Brew,Grierson,Brew Grierson,bgrierson4b@unesco.org,561-451-0332,Miami,"988 Main Lodge Drive, Miami, Florida",-80.24323,25.72430,203148.56,Senior Financial Analyst,,,Client,4405,988,United States
87-8162121,Thaddeus,Derl,Thaddeus Derl,tderl4c@angelfire.com,692-777-0708,Homestead,"1974 Southeast 17th Court, Homestead, Florida",-80.44519,25.45411,65688.16,Tax Accountant,,,Client,3510,1974,North Korea
76-1347503,Benton,Leynham,Benton Leynham,bleynham4d@cam.ac.uk,377-811-2232,Palmetto Bay,"616 Burial mound trail, Palmetto Bay, Florida",-80.30407,25.62407,56262.72,Help Desk Technician,,,Client,5587,616,North Korea
03-6410404,Sunny,Kirmond,Sunny Kirmond,skirmond4e@smh.com.au,249-246-6631,Kendall,"491 Southwest 111th Terrace, Kendall, Florida",-80.32723,25.66653,55230.65,Database Administrator I,,,Client,3883,491,France
45-8972342,Jamey,Tomaszewicz,Jamey Tomaszewicz,jtomaszewicz4f@answers.com,609-629-0346,Miami,"1261 Southwest 11th Avenue, Miami, Florida",-80.21275,25.76591,335661.84,Social Worker,,,Client,4917,1261,China
51-5264494,Gordy,Gooderick,Gordy Gooderick,ggooderick4g@naver.com,838-344-2521,Fort Lauderdale,"1115 Northeast 15th Court, Fort Lauderdale, Florida",-80.10227,26.14739,268168.5,VP Marketing,,,Client,2333,1115,France
06-5360784,Bryce,MacPhee,Bryce MacPhee,bmacphee4h@wordpress.org,427-120-0834,Deerfield Beach,"1165 Southwest Martin Luther King Jr Avenue, Deerfield Beach, Florida",-80.10778,26.31232,292879.08,Account Executive,,,Client,1005,1165,North Korea
20-5643480,Tristan,Southard,Tristan Southard,tsouthard4i@tamu.edu,753-610-2402,Pompano Beach,"397 Northeast 8th Court, Pompano Beach, Florida",-80.11550,26.23932,214782.33,Food Chemist,,,Client,6312,397,China
33-5824377,Enoch,Olander,Enoch Olander,eolander4j@berkeley.edu,944-304-5149,Pompano Beach,"1369 Glenn Drive, Pompano Beach, Florida",-80.09310,26.22246,98427.66,Programmer IV,,,Client,6113,1369,United States
60-7066337,Lothaire,Rameaux,Lothaire Rameaux,lrameaux4k@twitter.com,949-398-9638,Miami,"435 Northwest 27th Court, Miami, Florida",-80.24011,25.77944,143465.6,Tax Accountant,,,Client,4664,435,France
82-7304721,Ebeneser,Seers,Ebeneser Seers,eseers4l@bloglovin.com,569-491-4082,Delray Beach,"1447 Spring Harbor Drive, Delray Beach, Florida",-80.09321,26.43902,345310.36,Senior Editor,,,Client,1817,1447,Russia
37-2400304,Gail,Chupin,Gail Chupin,gchupin4m@va.gov,113-232-1799,Homestead,"1732 South Flagler Avenue, Homestead, Florida",-80.48123,25.46411,366015.11,Nurse Practicioner,,,Client,3465,1732,United States
81-0406556,Fons,Thornton,Fons Thornton,fthornton4n@bloomberg.com,820-689-2313,Pinecrest,"1679 Southwest 101st Street, Pinecrest, Florida",-80.28477,25.67768,8918.23,Structural Engineer,,,Client,5861,1679,France
93-7175414,Mel,Rubin,Mel Rubin,mrubin4o@a8.net,213-710-0905,Pompano Beach,"713 Southwest 8th Drive, Pompano Beach, Florida",-80.13532,26.20849,26319.1,Food Chemist,,,Client,6663,713,Russia
53-2185278,Vincent,Sheirlaw,Vincent Sheirlaw,vsheirlaw4p@github.io,895-872-6241,Fort Lauderdale,"149 Northwest 12th Terrace, Fort Lauderdale, Florida",-80.15812,26.13466,427460.65,VP Marketing,,,Client,2540,149,United States
67-5675561,Thaddus,Byre,Thaddus Byre,tbyre4q@altervista.org,786-825-9794,Pinecrest,"135 Southwest 69th Avenue, Pinecrest, Florida",-80.30663,25.67020,342208.6,Accountant II,,,Client,5985,135,United States
26-2882425,Worth,Percifer,Worth Percifer,wpercifer4r@apple.com,558-975-8758,Pompano Beach,"1588 Northwest 11th Circle, Pompano Beach, Florida",-80.14497,26.24225,311595.89,Nuclear Power Engineer,,,Client,6325,1588,United States
16-8630005,Gunar,Raveau,Gunar Raveau,graveau4s@github.com,588-682-1802,Delray Beach,"1553 Linnet Circle, Delray Beach, Florida",-80.07778,26.42929,260727.66,Senior Quality Engineer,,,Client,1406,1553,United States
35-6665057,Ermanno,Lapre,Ermanno Lapre,elapre4t@intel.com,655-331-6373,Pompano Beach,"660 Southwest 13th Street, Pompano Beach, Florida",-80.12791,26.21318,267002.49,Internal Auditor,,,Client,6604,660,Russia
31-8507289,Levi,Moon,Levi Moon,lmoon4u@yelp.com,321-583-9800,Kendall,"848 Snapper Creek Expressway, Kendall, Florida",-80.34829,25.69123,26901.3,Design Engineer,,,Client,3774,848,United States
19-4821263,Trey,Herries,Trey Herries,therries4v@fda.gov,144-538-5369,Palmetto Bay,"1839 Southwest 173rd Street, Palmetto Bay, Florida",-80.31389,25.61067,190945.58,Business Systems Development Analyst,,,Client,5708,1839,United States
12-3392114,Vidovic,Hawkeswood,Vidovic Hawkeswood,vhawkeswood4w@ibm.com,487-205-4783,Edgewater,"1378 Carlson Cove, Edgewater, Florida",-80.89477,28.97729,124158.75,Project Manager,,,Client,1941,1378,United States
96-2514895,Marwin,Masdon,Marwin Masdon,mmasdon4x@hibu.com,796-346-6628,Delray Beach,"1300 Lee Road, Delray Beach, Florida",-80.11863,26.46222,213323.74,Web Developer I,,,Client,1397,1300,Russia
72-6433566,Bearnard,Alred,Bearnard Alred,balred4y@fda.gov,286-945-4578,Delray Beach,"1588 Greensward Court, Delray Beach, Florida",-80.11008,26.44804,138936.06,Media Manager IV,,,Client,1308,1588,United States
03-6860964,Malachi,Dingle,Malachi Dingle,mdingle4z@purevolume.com,223-454-0599,Fort Lauderdale,"1587 Northeast 41st Street, Fort Lauderdale, Florida",-80.10430,26.17994,241450.62,Registered Nurse,,,Client,2454,1587,North Korea
52-0978911,Ricoriki,Moncreif,Ricoriki Moncreif,rmoncreif50@phoca.cz,163-265-9509,Miami,"408 Northeast 3rd Avenue, Miami, Florida",-80.18864,25.77527,392164.76,Computer Systems Analyst II,,,Client,4490,408,United States
35-6316017,Drake,Cookley,Drake Cookley,dcookley51@mit.edu,389-983-2639,Pinecrest,"775 Southwest 135th Street, Pinecrest, Florida",-80.31781,25.64547,180485.49,Structural Engineer,,,Client,5939,775,United States
53-4707559,Seymour,Fackrell,Seymour Fackrell,sfackrell52@bravesites.com,510-312-7263,Homestead,"1341 Northwest 15th Avenue, Homestead, Florida",-80.49582,25.48594,183369.45,Business Systems Development Analyst,,,Client,3343,1341,Russia
38-3065109,Salomo,Rumming,Salomo Rumming,srumming53@netlog.com,292-923-4661,Fort Lauderdale,"1086 Northeast 14th Road, Fort Lauderdale, Florida",-80.12971,26.20077,297231.38,Recruiting Manager,,,Client,2328,1086,United States
65-1859075,Darrel,Mussared,Darrel Mussared,dmussared54@google.co.uk,513-641-1575,Fort Lauderdale,"1142 Southwest 16th Avenue, Fort Lauderdale, Florida",-80.16288,26.11083,406720.75,Geologist IV,,,Client,2926,1142,United States
12-2759663,Klemens,Abrahmson,Klemens Abrahmson,kabrahmson55@jiathis.com,515-805-9993,Edgewater,"152 East Park Avenue, Edgewater, Florida",-80.90629,28.99221,4369.01,Environmental Specialist,,,Client,1964,152,France
53-1598179,Renaud,Cherrington,Renaud Cherrington,rcherrington56@webeden.co.uk,586-620-7920,Fort Lauderdale,"23 Southeast 12th Avenue, Fort Lauderdale, Florida",-80.13131,26.12096,390344.77,Web Designer II,,,Client,2834,23,United States
52-9062567,Lucias,de Vaen,Lucias de Vaen,lde57@creativecommons.org,527-440-6595,Deerfield Beach,"487 Dixie Flyover, Deerfield Beach, Florida",-80.10028,26.32126,28929.94,VP Marketing,,,Client,408,487,United States
79-1016264,Gunner,Wayper,Gunner Wayper,gwayper58@zdnet.com,443-607-0176,Cutler Bay,"608 Southwest 85th Passage, Cutler Bay, Florida",-80.33035,25.56743,188892.99,Nurse Practicioner,,,Client,272,608,United States
91-6265367,Skipper,Buckenhill,Skipper Buckenhill,sbuckenhill59@toplist.cz,321-767-7861,Edgewater,"1099 Magnolia Avenue, Edgewater, Florida",-80.89802,28.98117,29940.93,Health Coach III,,,Client,2024,1099,United States
98-2945237,Jerad,Snawdon,Jerad Snawdon,jsnawdon5a@dagondesign.com,879-229-8910,Miami,"778 Northeast 5th Court, Miami, Florida",-80.18836,25.81205,187594.52,Sales Representative,,,Client,4522,778,China
79-5273720,Norbert,Halt,Norbert Halt,nhalt5b@merriam-webster.com,824-279-2428,Miami Gardens,"1116 Northwest 171st Street, Miami Gardens, Florida",-80.25280,25.92975,2323.34,Developer II,,,Client,5269,1116,North Korea
76-4409029,Shem,Ennion,Shem Ennion,sennion5c@reuters.com,913-902-1870,Miami,"1151 Northwest 36th Court, Miami, Florida",-80.25477,25.77897,354970.5,Paralegal,,,Client,4697,1151,Russia
88-9862933,Artur,Moger,Artur Moger,amoger5d@creativecommons.org,308-304-9395,Delray Beach,"1964 Wickham Circle, Delray Beach, Florida",-80.12076,26.47808,229156.57,Food Chemist,,,Client,1885,1964,United States
69-4398292,Karlis,Eich,Karlis Eich,keich5e@forbes.com,259-962-9998,Palmetto Bay,"1412 Southwest 158th Street, Palmetto Bay, Florida",-80.33413,25.62341,401582.64,Research Assistant II,,,Client,5665,1412,China
92-7963921,Taddeusz,Guilloneau,Taddeusz Guilloneau,tguilloneau5f@parallels.com,902-954-8361,Deerfield Beach,"1818 Northeast 2nd Avenue, Deerfield Beach, Florida",-80.12176,26.29195,299040.22,Research Assistant I,,,Client,540,1818,United States
83-4942301,Waverly,Whorlton,Waverly Whorlton,wwhorlton5g@fda.gov,248-958-8755,Pinecrest,"1920 Pine Needle Lane, Pinecrest, Florida",-80.28926,25.65626,158280.77,Recruiter,,,Client,5852,1920,North Korea
43-0730384,Maxy,Moscon,Maxy Moscon,mmoscon5h@reference.com,152-281-9766,Deerfield Beach,"384 Northwest 1st Drive, Deerfield Beach, Florida",-80.16838,26.31978,59946.2,Web Developer III,,,Client,642,384,Russia
94-0750734,Duncan,Worts,Duncan Worts,dworts5i@soundcloud.com,736-608-2518,Kendall,"1959 Southwest 87th Court, Kendall, Florida",-80.33553,25.68528,446647.84,VP Marketing,,,Client,4135,1959,France
27-4508820,Sidnee,Pankethman,Sidnee Pankethman,spankethman5j@moonfruit.com,130-414-8960,Delray Beach,"1491 Highland Lane, Delray Beach, Florida",-80.07218,26.47964,201939.26,Research Nurse,,,Client,1345,1491,United States
